frame,elapsed_seconds,interval_ms,cpu_active_ms,fence_ms,acquire_ms,present_ms,gpu_frame_ms,gpu_shadow_ms,submitted,width,height,action,character_deformation_ms,character_upload_ms,route_decision_ms,actor_physics_ms,character_pose_ms,world_player_doors_ms,character_audio_ms
16,0.771268,47.294800,46.180800,0.179300,0.817100,0.115500,12.805600,3.783720,1,1920,1080,"scripted-4",38.336400,0.177200,0.028000,0.475400,3.590000,0.260800,0.313900
17,0.818562,45.501900,45.022900,0.142300,0.195600,0.140300,13.324480,3.686080,1,1920,1080,"scripted-4",37.511600,0.167000,0.008300,0.031100,2.865500,0.144300,0.274000
18,0.864064,43.143800,42.680100,0.120100,0.159900,0.182700,12.676000,3.328960,1,1920,1080,"scripted-4",36.852300,0.159200,0.005800,0.028700,1.892800,0.116600,0.105600
19,0.907208,45.090300,44.711800,0.114000,0.148600,0.114700,12.925880,3.995880,1,1920,1080,"scripted-4",37.984900,0.147500,0.011900,0.042700,3.011200,0.243800,0.097400
20,0.952298,99.410800,99.410100,0.000000,0.000000,0.000000,,,0,1920,1080,"scripted-4",0.000000,0.000000,0.009300,0.040800,2.894100,0.263900,0.100700
21,1.051710,84.764300,46.417200,0.022200,0.118300,38.204600,13.291280,3.858200,1,1920,1080,"scripted-4",37.543700,0.152600,0.014500,0.063600,5.301800,0.349500,0.075800
22,1.136473,45.564200,45.259400,0.024700,0.131900,0.147200,13.993600,3.710480,1,1920,1080,"scripted-4",36.784000,0.168100,0.014500,0.066400,4.859900,0.440500,0.079200
23,1.182038,46.191200,45.769900,0.126300,0.121400,0.172000,12.841880,3.496560,1,1920,1080,"scripted-4",39.740800,0.215500,0.014300,0.040400,1.931700,0.242600,0.110300
24,1.228228,45.460900,44.962300,0.165200,0.132300,0.200100,12.350080,3.228320,1,1920,1080,"scripted-4",37.817100,0.212100,0.008500,0.032300,2.698800,0.144600,0.094400
25,1.273690,43.461900,43.056000,0.133100,0.133200,0.137700,12.871920,3.045560,1,1920,1080,"scripted-4",36.729400,0.179200,0.011600,0.042900,2.742400,0.251100,0.111900
26,1.317151,53.141000,52.477200,0.191000,0.190900,0.281100,16.764040,4.565480,1,1920,1080,"scripted-4",45.182500,0.254100,0.011500,0.039100,2.675300,0.201800,0.092200
27,1.370293,68.018000,67.429000,0.169800,0.161900,0.255600,14.435320,4.669000,1,1920,1080,"scripted-4",54.514400,0.191400,0.018300,3.234600,4.667100,0.440900,0.109900
28,1.438310,58.097500,57.634100,0.148600,0.159700,0.154000,13.568920,3.943600,1,1920,1080,"scripted-4",47.645000,0.182400,0.030900,0.127900,4.975000,0.822100,0.110000
29,1.496408,46.749100,46.381000,0.105800,0.107400,0.154100,13.300040,4.130120,1,1920,1080,"scripted-4",39.491100,0.158900,0.015600,0.077900,2.911000,0.407500,0.110500
30,1.543157,117.808300,117.335100,0.124700,0.118300,0.229200,13.363720,3.357120,1,1920,1080,"scripted-4",37.673500,0.148200,0.010500,0.036300,2.778100,0.156200,0.190800
31,1.660966,48.788500,48.442000,0.036900,0.154400,0.153600,13.271400,3.812040,1,1920,1080,"scripted-4",39.443900,0.227100,0.012400,0.056000,5.289000,0.230200,0.178100
32,1.709754,42.838100,42.585900,0.022900,0.121000,0.107300,14.154680,5.209480,1,1920,1080,"scripted-4",36.510700,0.130900,0.008900,0.032100,2.675800,0.191300,0.164300
33,1.752592,45.605500,45.205700,0.121400,0.129700,0.147800,13.248440,3.418640,1,1920,1080,"scripted-4",37.578600,0.157200,0.046200,0.077800,3.835400,0.524300,0.137900
34,1.798197,42.322000,41.881100,0.157900,0.138200,0.143800,12.115520,3.216680,1,1920,1080,"scripted-4",36.509300,0.252200,0.006100,0.022500,1.822200,0.117900,0.146200
35,1.840520,45.065200,44.529300,0.216700,0.200200,0.117100,15.227840,4.166680,1,1920,1080,"scripted-4",38.123800,0.177300,0.016400,0.046000,2.758600,0.286700,0.155400
36,1.885584,46.135800,45.649300,0.176900,0.197700,0.111100,12.606920,3.293480,1,1920,1080,"scripted-4",37.700900,0.168300,0.014400,0.121800,3.866300,0.413000,0.195200
37,1.931720,45.009600,44.618300,0.173200,0.109400,0.107900,12.476440,3.304320,1,1920,1080,"scripted-4",39.365100,0.140800,0.005500,0.023500,1.825400,0.117200,0.150400
38,1.976730,43.621400,43.249900,0.158100,0.101600,0.111100,14.082240,5.124240,1,1920,1080,"scripted-4",37.258000,0.129500,0.007700,0.031100,2.694300,0.143700,0.157700
39,2.020351,44.501300,44.072100,0.129600,0.160700,0.138300,12.656680,3.074960,1,1920,1080,"scripted-4",36.496500,0.205200,0.019200,0.086600,3.335300,0.668100,0.131500
