frame,elapsed_seconds,interval_ms,cpu_active_ms,fence_ms,acquire_ms,present_ms,gpu_frame_ms,gpu_shadow_ms,submitted,width,height,action,character_deformation_ms,character_upload_ms,route_decision_ms,actor_physics_ms,character_pose_ms,world_player_doors_ms,character_audio_ms
11,0.241054,17.191000,0.820300,0.028900,16.180800,0.159200,9.486960,1.683040,1,1920,1080,"scripted-0",0.000000,0.000000,0.002900,0.001800,0.001100,0.083300,0.061700
12,0.258244,16.454300,0.578700,0.011800,15.763200,0.100000,9.489400,1.713600,1,1920,1080,"scripted-0",0.000000,0.000000,0.000600,0.000600,0.000200,0.040300,0.012000
13,0.274698,17.867200,1.352700,0.007800,15.589000,0.917200,9.651360,1.798960,1,1920,1080,"scripted-0",0.000000,0.000000,0.000400,0.000300,0.000200,0.024000,0.006800
14,0.292566,15.830700,0.941900,0.016300,14.297900,0.573200,9.671520,1.788920,1,1920,1080,"scripted-0",0.000000,0.000000,0.000900,0.000800,0.000300,0.060400,0.028500
15,0.308396,16.090900,0.792600,0.017500,15.066900,0.213100,9.339120,1.654480,1,1920,1080,"scripted-0",0.000000,0.000000,0.001300,0.001100,0.000500,0.079000,0.029300
16,0.324487,16.873500,0.714000,0.007500,15.753100,0.398000,9.556840,1.804560,1,1920,1080,"scripted-0",0.000000,0.000000,0.000500,0.000600,0.000300,0.038900,0.013600
17,0.341362,16.503600,0.972800,0.013200,15.291300,0.224700,9.438920,1.719080,1,1920,1080,"scripted-0",0.000000,0.000000,0.001000,0.000500,0.000400,0.079400,0.041300
18,0.357865,16.469900,0.815600,0.013400,15.375600,0.264000,9.667400,1.889520,1,1920,1080,"scripted-0",0.000000,0.000000,0.001000,0.000900,0.000700,0.058600,0.036100
19,0.374334,16.997300,0.743500,0.018300,16.071200,0.163600,9.486400,1.672880,1,1920,1080,"scripted-0",0.000000,0.000000,0.001800,0.000900,0.000400,0.068400,0.040900
20,0.391331,78.604500,78.603900,0.000000,0.000000,0.000000,,,0,1920,1080,"scripted-0",0.000000,0.000000,0.000700,0.000400,0.000100,0.038500,0.019700
21,0.469936,35.044400,0.348700,0.004400,0.089700,34.601100,9.600940,1.813270,1,1920,1080,"scripted-0",0.000000,0.000000,0.000400,0.000700,0.000200,0.027200,0.007000
22,0.504980,1.411800,0.535300,0.004900,0.331900,0.539400,10.027040,2.189200,1,1920,1080,"scripted-0",0.000000,0.000000,0.000200,0.000500,0.000200,0.023800,0.011000
23,0.506392,51.760300,0.474100,0.011600,51.064100,0.210100,9.458200,1.734720,1,1920,1080,"scripted-0",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017900
24,0.558153,17.113600,0.826800,0.013900,15.766300,0.505500,10.172760,2.393000,1,1920,1080,"scripted-0",0.000000,0.000000,0.001500,0.000400,0.000600,0.073600,0.031800
25,0.575266,16.359600,1.098000,0.020300,14.922900,0.317800,9.571000,1.731000,1,1920,1080,"scripted-0",0.000000,0.000000,0.000700,0.000600,0.000200,0.035400,0.017500
26,0.591626,17.121100,0.454500,0.011700,16.552900,0.101200,9.495160,1.635600,1,1920,1080,"scripted-0",0.000000,0.000000,0.000400,0.000700,0.000300,0.049000,0.023900
27,0.608747,15.773000,0.779700,0.010700,14.761000,0.221000,9.463280,1.730440,1,1920,1080,"scripted-0",0.000000,0.000000,0.000100,0.000400,0.000100,0.024700,0.009400
28,0.624520,16.650800,0.667500,0.008100,15.586000,0.388100,9.701720,1.844800,1,1920,1080,"scripted-0",0.000000,0.000000,0.000300,0.000900,0.000100,0.044600,0.035200
29,0.641171,16.562100,1.222000,0.026800,15.032400,0.280200,9.752480,1.841160,1,1920,1080,"scripted-0",0.000000,0.000000,0.001300,0.001700,0.000500,0.082400,0.044500
30,0.657733,72.355300,56.494000,0.021700,15.697600,0.141000,10.121520,1.649680,1,1920,1080,"scripted-0",0.000000,0.000000,0.001600,0.001500,0.000300,0.083200,0.045400
31,0.730088,1.171300,0.737800,0.011700,0.325700,0.095500,9.957040,2.311040,1,1920,1080,"scripted-0",0.000000,0.000000,0.000700,0.000400,0.000400,0.039200,0.017600
32,0.731259,26.653500,0.578000,0.009900,25.748600,0.316600,9.660360,1.799520,1,1920,1080,"scripted-0",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006900
33,0.757912,16.788000,1.072900,0.012100,15.436300,0.266300,10.204000,2.186480,1,1920,1080,"scripted-0",0.000000,0.000000,0.001100,0.000300,0.000400,0.061000,0.030000
34,0.774701,16.271100,0.672800,0.012900,15.419900,0.164200,9.586480,1.716320,1,1920,1080,"scripted-0",0.000000,0.000000,0.000800,0.000900,0.000300,0.070200,0.047800
35,0.790972,17.075100,0.814600,0.010800,16.009700,0.239100,9.398040,1.706000,1,1920,1080,"scripted-0",0.000000,0.000000,0.000200,0.000400,0.000200,0.026000,0.023100
36,0.808047,16.978700,1.104800,0.014200,15.491000,0.368000,9.441040,1.726000,1,1920,1080,"scripted-0",0.000000,0.000000,0.000400,0.000800,0.000500,0.042300,0.024700
37,0.825026,15.915600,0.723400,0.009900,14.915000,0.266400,9.602640,1.801680,1,1920,1080,"scripted-0",0.000000,0.000000,0.000700,0.000500,0.000500,0.062700,0.028500
38,0.840941,16.696300,0.690500,0.019500,15.718800,0.266700,9.612640,1.763080,1,1920,1080,"scripted-0",0.000000,0.000000,0.000700,0.001100,0.000300,0.063000,0.039200
39,0.857637,16.337400,0.511700,0.009200,15.703600,0.112400,9.494640,1.706680,1,1920,1080,"scripted-0",0.000000,0.000000,0.001100,0.000400,0.000200,0.052400,0.025200
