frame,elapsed_seconds,interval_ms,cpu_active_ms,fence_ms,acquire_ms,present_ms,gpu_frame_ms,gpu_shadow_ms,submitted,width,height,action,character_deformation_ms,character_upload_ms,route_decision_ms,actor_physics_ms,character_pose_ms,world_player_doors_ms,character_audio_ms
23,0.629750,17.300400,3.038700,0.132900,13.827700,0.299500,10.821760,1.664120,1,1920,1080,"scripted-0",0.000000,0.000000,0.002600,0.002300,0.000200,0.115200,0.017000
24,0.647051,33.277900,3.602900,0.182200,29.264400,0.226400,10.358520,1.930160,1,1920,1080,"scripted-0",0.000000,0.000000,0.017900,0.006200,0.000200,0.358000,0.051100
25,0.680328,16.107800,2.543100,0.178700,13.087700,0.296600,9.495560,1.633720,1,1920,1080,"scripted-0",0.000000,0.000000,0.005500,0.004300,0.000700,0.165500,0.020600
26,0.696436,16.668700,2.998400,0.258400,13.240000,0.170100,9.553320,1.705520,1,1920,1080,"scripted-0",0.000000,0.000000,0.006300,0.005900,0.000500,0.208200,0.052300
27,0.713104,16.548600,2.466200,0.140200,13.757500,0.183500,10.141320,1.899920,1,1920,1080,"scripted-0",0.000000,0.000000,0.002500,0.003600,0.000200,0.142600,0.025100
28,0.729653,16.696700,2.604800,0.133200,13.779300,0.178200,9.490520,1.701720,1,1920,1080,"scripted-0",0.000000,0.000000,0.002200,0.001700,0.000200,0.123200,0.016400
29,0.746350,17.329600,3.104600,0.129500,13.887400,0.206700,9.472160,1.672480,1,1920,1080,"scripted-0",0.000000,0.000000,0.002500,0.002500,0.000200,0.098700,0.022900
30,0.763679,91.784100,78.473400,0.140900,12.994500,0.174100,10.692790,1.956520,1,1920,1080,"scripted-0",0.000000,0.000000,0.003300,0.002800,0.000400,0.123800,0.020600
31,0.855464,2.284600,2.021000,0.024500,0.122900,0.114400,10.514000,1.934480,1,1920,1080,"scripted-0",0.000000,0.000000,0.005700,0.004400,0.001000,0.184500,0.017000
32,0.857748,22.491100,2.610200,0.033300,19.662500,0.184100,9.352400,1.671600,1,1920,1080,"scripted-0",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014100
33,0.880239,15.432100,2.137000,0.122800,13.006800,0.164500,9.394920,1.639840,1,1920,1080,"scripted-0",0.000000,0.000000,0.004000,0.003100,0.000100,0.117700,0.021700
34,0.895671,17.229600,2.386600,0.145200,14.549200,0.147100,9.393200,1.684600,1,1920,1080,"scripted-0",0.000000,0.000000,0.002300,0.002700,0.000200,0.112900,0.019600
35,0.912901,18.188000,2.898800,0.160200,14.948400,0.179600,9.363880,1.644400,1,1920,1080,"scripted-0",0.000000,0.000000,0.003200,0.002800,0.000200,0.135900,0.021400
36,0.931090,15.646800,2.824100,0.174100,12.468400,0.177900,9.409520,1.670600,1,1920,1080,"scripted-0",0.000000,0.000000,0.003800,0.003100,0.000300,0.143900,0.027000
37,0.946735,16.337500,2.584200,0.155100,13.412300,0.184900,9.339320,1.642560,1,1920,1080,"scripted-0",0.000000,0.000000,0.002100,0.001900,0.000200,0.107400,0.015200
38,0.963074,16.354800,2.481700,0.152800,13.566500,0.152000,9.404960,1.651360,1,1920,1080,"scripted-0",0.000000,0.000000,0.003200,0.002800,0.000200,0.117200,0.020400
39,0.979428,17.082100,2.502100,0.136000,14.297300,0.145600,9.383400,1.643000,1,1920,1080,"scripted-0",0.000000,0.000000,0.002200,0.002500,0.000200,0.093600,0.017000
