frame,elapsed_seconds,interval_ms,cpu_active_ms,fence_ms,acquire_ms,present_ms,gpu_frame_ms,gpu_shadow_ms,submitted,width,height,action,character_deformation_ms,character_upload_ms,route_decision_ms,actor_physics_ms,character_pose_ms,world_player_doors_ms,character_audio_ms
18,0.460116,15.326200,1.750200,7.833100,5.341600,0.400800,10.280520,2.115960,1,1920,1080,"scripted-1",0.730600,0.109900,0.004100,0.036900,0.080700,0.072600,0.030500
19,0.475442,16.784500,1.139900,8.713000,6.250300,0.680700,10.853720,2.759560,1,1920,1080,"scripted-1",0.355000,0.077500,0.004900,0.020600,0.041100,0.038900,0.023900
20,0.492227,123.079600,123.079100,0.000000,0.000000,0.000000,,,0,1920,1080,"scripted-1",0.000000,0.000000,0.005500,0.036100,0.065700,0.060300,0.034700
21,0.615306,2.312600,1.000800,0.006100,0.215600,1.089600,10.083040,1.936640,1,1920,1080,"scripted-1",0.231800,0.015600,0.002600,0.027500,0.075400,0.035600,0.009100
22,0.617619,1.464800,0.718400,0.004900,0.147800,0.593300,9.991360,1.895880,1,1920,1080,"scripted-1",0.312900,0.031600,0.000000,0.000000,0.000000,0.000000,0.013800
23,0.619084,22.502800,0.714400,7.475700,13.752600,0.559800,10.350120,2.217920,1,1920,1080,"scripted-1",0.234700,0.070200,0.000000,0.000000,0.000000,0.000000,0.009000
24,0.641587,17.223800,1.614700,0.024100,15.000200,0.584200,11.675640,2.243280,1,1920,1080,"scripted-1",0.721300,0.081000,0.004000,0.031900,0.057800,0.045800,0.026200
25,0.658810,28.939400,0.837000,25.520300,2.389900,0.191800,10.443480,2.464840,1,1920,1080,"scripted-1",0.304800,0.101700,0.002900,0.017900,0.039500,0.036500,0.018700
26,0.687750,33.862800,0.764300,31.532700,1.364300,0.200800,10.180360,2.122840,1,1920,1080,"scripted-1",0.294900,0.065600,0.002200,0.015600,0.035000,0.026100,0.010000
27,0.721612,32.317900,1.008700,29.616800,1.484700,0.207400,10.654920,2.500640,1,1920,1080,"scripted-1",0.231400,0.075300,0.002200,0.016200,0.039200,0.027600,0.092200
28,0.753930,38.131500,1.142400,31.522900,5.040200,0.425800,10.351400,2.159040,1,1920,1080,"scripted-1",0.234200,0.073000,0.002500,0.014900,0.034400,0.025900,0.039700
29,0.792063,16.644800,1.240700,9.253900,5.317300,0.831700,10.714370,2.487310,1,1920,1080,"scripted-1",0.350900,0.058800,0.005600,0.025800,0.111100,0.065200,0.056000
30,0.808708,86.433000,71.668400,8.406400,5.964800,0.392000,11.219560,2.203520,1,1920,1080,"scripted-1",0.624400,0.072100,0.006600,0.008200,0.116200,0.060700,0.130300
31,0.895140,1.434200,0.956800,0.009100,0.268800,0.198800,10.386600,2.311960,1,1920,1080,"scripted-1",0.249000,0.018700,0.004500,0.003600,0.091900,0.031800,0.045300
32,0.896574,0.948000,0.639300,0.005600,0.092800,0.209800,10.442880,2.189760,1,1920,1080,"scripted-1",0.242900,0.019200,0.000900,0.002700,0.033200,0.022700,0.008600
33,0.897522,28.673400,1.454200,9.673100,16.852500,0.693000,10.864120,2.239240,1,1920,1080,"scripted-1",0.238500,0.077000,0.000000,0.000000,0.000000,0.000000,0.010200
34,0.926195,15.646300,1.093900,8.560400,5.631000,0.360500,11.516320,2.481680,1,1920,1080,"scripted-1",0.382500,0.055100,0.004600,0.005700,0.057600,0.037200,0.030200
35,0.941842,17.906900,1.246500,9.639100,5.893100,1.127300,10.295520,2.063920,1,1920,1080,"scripted-1",0.450200,0.076700,0.002600,0.004600,0.058900,0.061300,0.017900
36,0.959749,15.735100,1.485800,9.174400,4.077800,0.995800,10.176720,2.144240,1,1920,1080,"scripted-1",0.562000,0.064100,0.007200,0.008400,0.092700,0.080200,0.035500
37,0.975484,16.599500,1.190100,8.842200,5.980000,0.586800,10.023520,2.004240,1,1920,1080,"scripted-1",0.331100,0.052400,0.003600,0.005700,0.050800,0.038600,0.019700
38,0.992084,17.163900,1.572200,8.929900,5.645700,1.014800,10.345120,2.156480,1,1920,1080,"scripted-1",0.347300,0.079500,0.003900,0.006700,0.063700,0.071100,0.025400
39,1.009247,16.118300,1.498300,9.507300,4.349400,0.763000,10.135240,2.119440,1,1920,1080,"scripted-1",0.636000,0.058400,0.006500,0.008600,0.087500,0.079200,0.037400
