clip,time_s,phase,foot_l_x_m,foot_l_y_m,foot_l_z_m,ball_l_x_m,ball_l_y_m,ball_l_z_m,foot_r_x_m,foot_r_y_m,foot_r_z_m,ball_r_x_m,ball_r_y_m,ball_r_z_m,hand_l_x_m,hand_l_y_m,hand_l_z_m,hand_r_x_m,hand_r_y_m,hand_r_z_m
interact,0.287500000,0.143750000,0.195193835,0.103139587,0.127010115,0.180450181,0.014639565,0.275278951,-0.161814483,0.103684990,-0.267283516,-0.264686820,0.015184972,-0.159495294,0.237031474,0.917854831,0.217618046,-0.286500334,0.906348807,-0.171478454
interact,0.291666667,0.145833333,0.195193466,0.103141859,0.127009763,0.180449806,0.014641838,0.275278598,-0.161814399,0.103686987,-0.267282965,-0.264686686,0.015186970,-0.159494695,0.235568020,0.919844862,0.222881082,-0.286316252,0.906085267,-0.171398612
interact,0.295833333,0.147916667,0.195193022,0.103144443,0.127009331,0.180449353,0.014644423,0.275278166,-0.161814279,0.103689645,-0.267282241,-0.264686479,0.015189627,-0.159493889,0.234050753,0.921886490,0.228105042,-0.286132071,0.905821791,-0.171318900
interact,0.300000000,0.150000000,0.195192504,0.103147338,0.127008821,0.180448821,0.014647321,0.275277656,-0.161814123,0.103692962,-0.267281342,-0.264686202,0.015192941,-0.159492878,0.232480366,0.923979164,0.233288754,-0.285947791,0.905558379,-0.171239320
interact,0.304166667,0.152083333,0.195192774,0.103146328,0.127009096,0.180449110,0.014646314,0.275277933,-0.161814264,0.103690331,-0.267282059,-0.264686460,0.015190327,-0.159493695,0.230834190,0.926544521,0.239059077,-0.285764909,0.905319654,-0.171220642
interact,0.308333333,0.154166667,0.195192975,0.103145579,0.127009303,0.180449326,0.014645569,0.275278141,-0.161814372,0.103688253,-0.267282632,-0.264686650,0.015188261,-0.159494338,0.229124552,0.929169449,0.244776053,-0.285581923,0.905081030,-0.171202145
interact,0.312500000,0.156250000,0.195193108,0.103145092,0.127009442,0.180449468,0.014645085,0.275278281,-0.161814448,0.103686727,-0.267283059,-0.264686772,0.015186744,-0.159494805,0.227352404,0.931853078,0.250438270,-0.285398833,0.904842507,-0.171183829
interact,0.316666667,0.158333333,0.195193171,0.103144865,0.127009513,0.180449537,0.014644862,0.275278352,-0.161814491,0.103685755,-0.267283341,-0.264686826,0.015185776,-0.159495098,0.225518713,0.934594525,0.256044350,-0.285215640,0.904604087,-0.171165693
interact,0.320833333,0.160416667,0.195193165,0.103144899,0.127009514,0.180449531,0.014644900,0.275278354,-0.161814504,0.103685335,-0.267283479,-0.264686815,0.015185356,-0.159495217,0.223624459,0.937392891,0.261592947,-0.285032344,0.904365768,-0.171147736
interact,0.325000000,0.162500000,0.195193091,0.103145193,0.127009447,0.180449452,0.014645199,0.275278287,-0.161814485,0.103685468,-0.267283473,-0.264686737,0.015185484,-0.159495161,0.221670632,0.940247261,0.267082747,-0.284848945,0.904127552,-0.171129960
interact,0.329166667,0.164583333,0.195192947,0.103145749,0.127009310,0.180449299,0.014645759,0.275278150,-0.161814435,0.103686152,-0.267283322,-0.264686594,0.015186161,-0.159494931,0.219658237,0.943156709,0.272512470,-0.284665443,0.903889438,-0.171112363
interact,0.333333333,0.166666667,0.195192735,0.103146564,0.127009105,0.180449071,0.014646580,0.275277945,-0.161814355,0.103687389,-0.267283028,-0.264686386,0.015187385,-0.159494526,0.217588288,0.946120292,0.277880869,-0.284481837,0.903651427,-0.171094946
interact,0.337500000,0.168750000,0.195192956,0.103145725,0.127009280,0.180449307,0.014645731,0.275278115,-0.161814451,0.103685272,-0.267283609,-0.264686594,0.015185281,-0.159495202,0.214725432,0.950478823,0.284350349,-0.284308668,0.903446739,-0.171135482
interact,0.341666667,0.170833333,0.195193117,0.103145092,0.127009399,0.180449477,0.014645089,0.275278229,-0.161814519,0.103683597,-0.267284075,-0.264686744,0.015183615,-0.159495736,0.211807550,0.954918781,0.290707951,-0.284135403,0.903242209,-0.171176216
interact,0.345833333,0.172916667,0.195193217,0.103144666,0.127009460,0.180449581,0.014644654,0.275278286,-0.161814561,0.103682367,-0.267284426,-0.264686835,0.015182388,-0.159496128,0.208836803,0.959437946,0.296952153,-0.283962042,0.903037836,-0.171217148
interact,0.350000000,0.175000000,0.195193256,0.103144447,0.127009465,0.180449620,0.014644426,0.275278285,-0.161814577,0.103681580,-0.267284663,-0.264686868,0.015181599,-0.159496379,0.205815358,0.964034076,0.303081520,-0.283788585,0.902833623,-0.171258277
interact,0.354166667,0.177083333,0.195193234,0.103144434,0.127009413,0.180449592,0.014644404,0.275278227,-0.161814567,0.103681236,-0.267284784,-0.264686843,0.015181249,-0.159496488,0.202745383,0.968704907,0.309094701,-0.283615032,0.902629567,-0.171299603
interact,0.358333333,0.179166667,0.195193151,0.103144627,0.127009303,0.180449499,0.014644589,0.275278111,-0.161814532,0.103681335,-0.267284791,-0.264686761,0.015181337,-0.159496456,0.199629049,0.973448151,0.314990435,-0.283441383,0.902425671,-0.171341126
interact,0.362500000,0.181250000,0.195193007,0.103145027,0.127009135,0.180449341,0.014644981,0.275277937,-0.161814472,0.103681878,-0.267284684,-0.264686621,0.015181864,-0.159496283,0.196468526,0.978261502,0.320767542,-0.283267640,0.902221934,-0.171382845
interact,0.366666667,0.183333333,0.195192803,0.103145633,0.127008910,0.180449116,0.014645578,0.275277706,-0.161814387,0.103682863,-0.267284462,-0.264686425,0.015182829,-0.159495969,0.193265982,0.983142633,0.326424930,-0.283093801,0.902018357,-0.171424761
interact,0.370833333,0.185416667,0.195192981,0.103145090,0.127009071,0.180449311,0.014645038,0.275277872,-0.161814378,0.103683317,-0.267284263,-0.264686516,0.015183304,-0.159495848,0.192715039,0.990068056,0.333218036,-0.282939609,0.901856773,-0.171521428
interact,0.375000000,0.187500000,0.195193111,0.103144692,0.127009190,0.180449453,0.014644643,0.275277995,-0.161814349,0.103684108,-0.267283978,-0.264686560,0.015184111,-0.159495619,0.192115179,0.997110963,0.339836819,-0.282785340,0.901695409,-0.171618277
interact,0.379166667,0.189583333,0.195193191,0.103144441,0.127009266,0.180449541,0.014644395,0.275278076,-0.161814299,0.103685236,-0.267283607,-0.264686555,0.015185250,-0.159495282,0.191468301,1.004266247,0.346278601,-0.282630991,0.901534267,-0.171715310
interact,0.383333333,0.191666667,0.195193222,0.103144334,0.127009299,0.180449575,0.014644292,0.275278114,-0.161814228,0.103686701,-0.267283150,-0.264686502,0.015186721,-0.159494837,0.190776374,1.011528741,0.352540886,-0.282476564,0.901373345,-0.171812524
interact,0.387500000,0.193750000,0.195193204,0.103144374,0.127009290,0.180449556,0.014644335,0.275278109,-0.161814138,0.103688503,-0.267282607,-0.264686401,0.015188524,-0.159494284,0.190041422,1.018893224,0.358621354,-0.282322059,0.901212644,-0.171909920
interact,0.391666667,0.195833333,0.195193137,0.103144559,0.127009238,0.180449484,0.014644523,0.275278061,-0.161814027,0.103690641,-0.267281979,-0.264686254,0.015190660,-0.159493623,0.189265521,1.026354420,0.364517868,-0.282167476,0.901052165,-0.172007498
interact,0.395833333,0.197916667,0.195193020,0.103144889,0.127009143,0.180449358,0.014644857,0.275277969,-0.161813897,0.103693117,-0.267281265,-0.264686059,0.015193127,-0.159492854,0.188450801,1.033907010,0.370228473,-0.282012815,0.900891908,-0.172105257
interact,0.400000000,0.200000000,0.195192855,0.103145364,0.127009005,0.180449178,0.014645336,0.275277834,-0.161813746,0.103695928,-0.267280466,-0.264685816,0.015195926,-0.159491978,0.187599436,1.041545634,0.375751399,-0.281858075,0.900731873,-0.172203196
interact,0.404166667,0.202083333,0.195193038,0.103144661,0.127009151,0.180449373,0.014644627,0.275277975,-0.161813814,0.103695087,-0.267280698,-0.264685955,0.015195101,-0.159492266,0.185190720,1.050241225,0.381443306,-0.281732307,0.900622389,-0.172352582
interact,0.408333333,0.204166667,0.195193186,0.103144043,0.127009271,0.180449530,0.014644002,0.275278090,-0.161813867,0.103694450,-0.267280878,-0.264686060,0.015194476,-0.159492489,0.182742756,1.059033689,0.386882965,-0.281606485,0.900513185,-0.172502107
interact,0.412500000,0.206250000,0.195193299,0.103143510,0.127009364,0.180449648,0.014643463,0.275278178,-0.161813907,0.103694019,-0.267281008,-0.264686130,0.015194053,-0.159492645,0.180259918,1.067915711,0.392068387,-0.281480610,0.900404262,-0.172651768
interact,0.416666667,0.208333333,0.195193377,0.103143061,0.127009430,0.180449727,0.014643008,0.275278238,-0.161813933,0.103693793,-0.267281088,-0.264686167,0.015193830,-0.159492736,0.177746619,1.076879941,0.396997874,-0.281354681,0.900295618,-0.172801566
interact,0.420833333,0.210416667,0.195193420,0.103142696,0.127009470,0.180449768,0.014642637,0.275278272,-0.161813945,0.103693772,-0.267281117,-0.264686171,0.015193807,-0.159492761,0.175207309,1.085918996,0.401670027,-0.281228699,0.900187255,-0.172951501
interact,0.425000000,0.212500000,0.195193428,0.103142417,0.127009482,0.180449770,0.014642352,0.275278278,-0.161813943,0.103693956,-0.267281096,-0.264686141,0.015193986,-0.159492720,0.172646466,1.095025467,0.406083739,-0.281102663,0.900079173,-0.173101572
interact,0.429166667,0.214583333,0.195193401,0.103142221,0.127009467,0.180449733,0.014642151,0.275278256,-0.161813928,0.103694344,-0.267281025,-0.264686077,0.015194365,-0.159492614,0.170068593,1.104191934,0.410238202,-0.280976575,0.899971372,-0.173251779
interact,0.433333333,0.216666667,0.195193339,0.103142110,0.127009425,0.180449658,0.014642034,0.275278207,-0.161813899,0.103694938,-0.267280904,-0.264685981,0.015194946,-0.159492442,0.167478203,1.113410967,0.414132906,-0.280850433,0.899863852,-0.173402120
interact,0.437500000,0.218750000,0.195193453,0.103141711,0.127009503,0.180449780,0.014641640,0.275278290,-0.161813961,0.103694164,-0.267281088,-0.264686085,0.015194179,-0.159492660,0.166006045,1.122244781,0.417859336,-0.280762493,0.899815375,-0.173600275
interact,0.441666667,0.220833333,0.195193547,0.103141346,0.127009568,0.180449879,0.014641281,0.275278359,-0.161814014,0.103693490,-0.267281250,-0.264686168,0.015193510,-0.159492848,0.164504315,1.131116328,0.421360694,-0.280674529,0.899767226,-0.173798497
interact,0.445833333,0.222916667,0.195193619,0.103141017,0.127009621,0.180449954,0.014640957,0.275278415,-0.161814058,0.103692916,-0.267281390,-0.264686230,0.015192937,-0.159493004,0.162976419,1.140019297,0.424636902,-0.280586541,0.899719406,-0.173996785
interact,0.450000000,0.225000000,0.195193671,0.103140722,0.127009661,0.180450006,0.014640668,0.275278458,-0.161814093,0.103692443,-0.267281507,-0.264686271,0.015192462,-0.159493128,0.161425781,1.148947404,0.427688112,-0.280498528,0.899671915,-0.174195140
interact,0.454166667,0.227083333,0.195193702,0.103140462,0.127009688,0.180450034,0.014640413,0.275278488,-0.161814119,0.103692071,-0.267281602,-0.264686292,0.015192085,-0.159493222,0.159855833,1.157894388,0.430514704,-0.280410491,0.899624753,-0.174393560
interact,0.458333333,0.229166667,0.195193713,0.103140237,0.127009702,0.180450038,0.014640194,0.275278505,-0.161814137,0.103691799,-0.267281674,-0.264686292,0.015191804,-0.159493284,0.158270017,1.166854026,0.433117289,-0.280322430,0.899577921,-0.174592046
interact,0.462500000,0.231250000,0.195193702,0.103140047,0.127009703,0.180450019,0.014640009,0.275278508,-0.161814145,0.103691627,-0.267281724,-0.264686270,0.015191621,-0.159493315,0.156671772,1.175820135,0.435496704,-0.280234345,0.899531418,-0.174790596
interact,0.466666667,0.233333333,0.195193671,0.103139892,0.127009691,0.180449976,0.014639860,0.275278498,-0.161814145,0.103691556,-0.267281752,-0.264686229,0.015191535,-0.159493315,0.155064536,1.184786578,0.437654011,-0.280146236,0.899485244,-0.174989211
interact,0.470833333,0.235416667,0.195193706,0.103139816,0.127009725,0.180450017,0.014639790,0.275278540,-0.161814178,0.103691279,-0.267281797,-0.264686275,0.015191268,-0.159493363,0.154461263,1.191440888,0.439817315,-0.280105788,0.899506425,-0.175231919
interact,0.475000000,0.237500000,0.195193732,0.103139746,0.127009757,0.180450048,0.014639726,0.275278577,-0.161814204,0.103691031,-0.267281839,-0.264686311,0.015191027,-0.159493404,0.153822268,1.198101758,0.441867182,-0.280065344,0.899527969,-0.175474606
interact,0.479166667,0.239583333,0.195193750,0.103139681,0.127009785,0.180450067,0.014639667,0.275278612,-0.161814225,0.103690810,-0.267281877,-0.264686336,0.015190812,-0.159493439,0.153148861,1.204766739,0.443803872,-0.280024904,0.899549875,-0.175717270
interact,0.483333333,0.241666667,0.195193759,0.103139621,0.127009811,0.180450075,0.014639613,0.275278643,-0.161814239,0.103690616,-0.267281912,-0.264686351,0.015190622,-0.159493468,0.152442356,1.211433403,0.445627711,-0.279984469,0.899572144,-0.175959912
interact,0.487500000,0.243750000,0.195193759,0.103139566,0.127009833,0.180450072,0.014639564,0.275278671,-0.161814247,0.103690450,-0.267281943,-0.264686355,0.015190458,-0.159493491,0.151704076,1.218099346,0.447339090,-0.279944039,0.899594775,-0.176202530
interact,0.491666667,0.245833333,0.195193751,0.103139516,0.127009853,0.180450059,0.014639521,0.275278696,-0.161814249,0.103690312,-0.267281971,-0.264686348,0.015190320,-0.159493508,0.150935344,1.224762191,0.448938463,-0.279903613,0.899617769,-0.176445126
interact,0.495833333,0.247916667,0.195193734,0.103139471,0.127009869,0.180450034,0.014639482,0.275278717,-0.161814245,0.103690201,-0.267281996,-0.264686331,0.015190207,-0.159493518,0.150137485,1.231419587,0.450426347,-0.279863192,0.899641125,-0.176687697
interact,0.500000000,0.250000000,0.195193708,0.103139432,0.127009882,0.180449998,0.014639449,0.275278735,-0.161814235,0.103690117,-0.267282017,-0.264686303,0.015190120,-0.159493522,0.149311827,1.238069211,0.451803322,-0.279822775,0.899664844,-0.176930244
interact,0.504166667,0.252083333,0.195193700,0.103139494,0.127009854,0.180450001,0.014639502,0.275278701,-0.161814234,0.103690139,-0.267282015,-0.264686295,0.015190144,-0.159493513,0.150068842,1.242111325,0.453680085,-0.279836875,0.899760468,-0.177210885
interact,0.508333333,0.254166667,0.195193691,0.103139563,0.127009826,0.180449999,0.014639562,0.275278665,-0.161814225,0.103690164,-0.267282016,-0.264686282,0.015190169,-0.159493508,0.150785956,1.246169322,0.455516876,-0.279851000,0.899856468,-0.177491412
interact,0.512500000,0.256250000,0.195193680,0.103139639,0.127009796,0.180449993,0.014639629,0.275278628,-0.161814210,0.103690190,-0.267282019,-0.264686263,0.015190197,-0.159493507,0.151463235,1.250242314,0.457313605,-0.279865152,0.899952844,-0.177771824
interact,0.516666667,0.258333333,0.195193667,0.103139722,0.127009765,0.180449983,0.014639703,0.275278590,-0.161814189,0.103690219,-0.267282025,-0.264686239,0.015190226,-0.159493509,0.152100750,1.254329419,0.459070192,-0.279879329,0.900049596,-0.178052120
interact,0.520833333,0.260416667,0.195193652,0.103139812,0.127009734,0.180449968,0.014639783,0.275278551,-0.161814160,0.103690249,-0.267282033,-0.264686209,0.015190256,-0.159493516,0.152698581,1.258429759,0.460786568,-0.279893534,0.900146722,-0.178332302
interact,0.525000000,0.262500000,0.195193635,0.103139910,0.127009701,0.180449948,0.014639871,0.275278510,-0.161814125,0.103690282,-0.267282044,-0.264686173,0.015190289,-0.159493526,0.153256812,1.262542462,0.462462676,-0.279907765,0.900244225,-0.178612366
interact,0.529166667,0.264583333,0.195193616,0.103140014,0.127009668,0.180449925,0.014639965,0.275278468,-0.161814083,0.103690317,-0.267282057,-0.264686132,0.015190323,-0.159493540,0.153775537,1.266666663,0.464098470,-0.279922023,0.900342102,-0.178892315
interact,0.533333333,0.266666667,0.195193596,0.103140125,0.127009633,0.180449896,0.014640067,0.275278425,-0.161814035,0.103690354,-0.267282073,-0.264686085,0.015190359,-0.159493559,0.154254852,1.270801500,0.465693914,-0.279936307,0.900440354,-0.179172146
interact,0.537500000,0.268750000,0.195193560,0.103140268,0.127009622,0.180449873,0.014640216,0.275278414,-0.161814059,0.103690441,-0.267282057,-0.264686103,0.015190441,-0.159493538,0.154886448,1.273149755,0.467480974,-0.280002154,0.900600705,-0.179475583
interact,0.541666667,0.270833333,0.195193522,0.103140453,0.127009602,0.180449844,0.014640406,0.275278394,-0.161814072,0.103690559,-0.267282035,-0.264686113,0.015190555,-0.159493514,0.155483583,1.275506745,0.469248942,-0.280068036,0.900761410,-0.179778841
interact,0.545833333,0.272916667,0.195193482,0.103140679,0.127009575,0.180449809,0.014640637,0.275278366,-0.161814075,0.103690708,-0.267282007,-0.264686116,0.015190702,-0.159493485,0.156046161,1.277872058,0.470997710,-0.280133952,0.900922467,-0.180081919
interact,0.550000000,0.275000000,0.195193439,0.103140947,0.127009540,0.180449767,0.014640910,0.275278330,-0.161814067,0.103690889,-0.267281972,-0.264686112,0.015190880,-0.159493452,0.156574093,1.280245274,0.472727174,-0.280199901,0.901083876,-0.180384817
interact,0.554166667,0.277083333,0.195193394,0.103141257,0.127009497,0.180449720,0.014641225,0.275278285,-0.161814049,0.103691100,-0.267281930,-0.264686100,0.015191090,-0.159493414,0.157067293,1.282625972,0.474437230,-0.280265885,0.901245637,-0.180687535
interact,0.558333333,0.279166667,0.195193346,0.103141608,0.127009446,0.180449666,0.014641581,0.275278231,-0.161814021,0.103691344,-0.267281881,-0.264686081,0.015191332,-0.159493372,0.157525680,1.285013734,0.476127772,-0.280331903,0.901407750,-0.180990071
interact,0.562500000,0.281250000,0.195193296,0.103142002,0.127009387,0.180449606,0.014641978,0.275278169,-0.161813983,0.103691618,-0.267281826,-0.264686055,0.015191606,-0.159493326,0.157949179,1.287408142,0.477798698,-0.280397955,0.901570214,-0.181292427
interact,0.566666667,0.283333333,0.195193243,0.103142437,0.127009320,0.180449539,0.014642416,0.275278099,-0.161813934,0.103691923,-0.267281765,-0.264686021,0.015191912,-0.159493276,0.158337718,1.289808778,0.479449904,-0.280464041,0.901733029,-0.181594601
interact,0.570833333,0.285416667,0.195193218,0.103142486,0.127009376,0.180449535,0.014642472,0.275278167,-0.161813987,0.103691918,-0.267281720,-0.264686065,0.015191900,-0.159493227,0.158637654,1.290789164,0.481190499,-0.280575996,0.901945910,-0.181905148
interact,0.575000000,0.287500000,0.195193183,0.103142632,0.127009410,0.180449514,0.014642626,0.275278213,-0.161814024,0.103692011,-0.267281649,-0.264686094,0.015191989,-0.159493153,0.158906550,1.291772112,0.482914114,-0.280687981,0.902159100,-0.182215483
interact,0.579166667,0.289583333,0.195193138,0.103142877,0.127009423,0.180449478,0.014642876,0.275278237,-0.161814044,0.103692204,-0.267281553,-0.264686108,0.015192178,-0.159493053,0.159144398,1.292757418,0.484620544,-0.280799994,0.902372598,-0.182525607
interact,0.583333333,0.291666667,0.195193083,0.103143220,0.127009414,0.180449427,0.014643224,0.275278239,-0.161814046,0.103692496,-0.267281430,-0.264686105,0.015192468,-0.159492928,0.159351195,1.293744880,0.486309582,-0.280912036,0.902586404,-0.182835519
interact,0.587500000,0.293750000,0.195193019,0.103143660,0.127009384,0.180449360,0.014643669,0.275278218,-0.161814032,0.103692888,-0.267281281,-0.264686088,0.015192859,-0.159492777,0.159526941,1.294734294,0.487981020,-0.281024108,0.902800517,-0.183145218
interact,0.591666667,0.295833333,0.195192945,0.103144199,0.127009333,0.180449277,0.014644211,0.275278174,-0.161814000,0.103693379,-0.267281106,-0.264686054,0.015193350,-0.159492600,0.159671644,1.295725455,0.489634649,-0.281136209,0.903014938,-0.183454705
interact,0.595833333,0.297916667,0.195192861,0.103144835,0.127009260,0.180449179,0.014644851,0.275278108,-0.161813951,0.103693969,-0.267280905,-0.264686005,0.015193942,-0.159492398,0.159785317,1.296718159,0.491270259,-0.281248339,0.903229666,-0.183763978
interact,0.600000000,0.300000000,0.195192767,0.103145569,0.127009165,0.180449065,0.014645588,0.275278020,-0.161813885,0.103694659,-0.267280679,-0.264685941,0.015194635,-0.159492170,0.159867977,1.297712202,0.492887641,-0.281360499,0.903444701,-0.184073039
interact,0.604166667,0.302083333,0.195192847,0.103145003,0.127009259,0.180449173,0.014645013,0.275278108,-0.161813957,0.103694177,-0.267280836,-0.264686019,0.015194150,-0.159492336,0.159716047,1.297656590,0.494447900,-0.281512497,0.903697672,-0.184376211
interact,0.608333333,0.304166667,0.195192906,0.103144601,0.127009314,0.180449253,0.014644601,0.275278158,-0.161814004,0.103693883,-0.267280944,-0.264686070,0.015193855,-0.159492448,0.159538898,1.297599466,0.495985361,-0.281664512,0.903950902,-0.184679167
interact,0.612500000,0.306250000,0.195192945,0.103144364,0.127009333,0.180449304,0.014644354,0.275278169,-0.161814026,0.103693777,-0.267281000,-0.264686094,0.015193750,-0.159492507,0.159336693,1.297540800,0.497499762,-0.281816542,0.904204393,-0.184981907
interact,0.616666667,0.308333333,0.195192963,0.103144291,0.127009313,0.180449326,0.014644270,0.275278141,-0.161814021,0.103693860,-0.267281006,-0.264686092,0.015193835,-0.159492513,0.159109596,1.297480557,0.498990846,-0.281968589,0.904458143,-0.185284431
interact,0.620833333,0.310416667,0.195192961,0.103144384,0.127009256,0.180449319,0.014644350,0.275278074,-0.161813991,0.103694131,-0.267280962,-0.264686063,0.015194109,-0.159492466,0.158857778,1.297418704,0.500458356,-0.282120651,0.904712153,-0.185586737
interact,0.625000000,0.312500000,0.195192938,0.103144640,0.127009160,0.180449284,0.014644594,0.275277968,-0.161813936,0.103694590,-0.267280867,-0.264686007,0.015194574,-0.159492366,0.158581414,1.297355206,0.501902037,-0.282272730,0.904966423,-0.185888827
interact,0.629166667,0.314583333,0.195192893,0.103145062,0.127009027,0.180449219,0.014645001,0.275277822,-0.161813855,0.103695238,-0.267280721,-0.264685924,0.015195229,-0.159492213,0.158280683,1.297290031,0.503321634,-0.282424824,0.905220951,-0.186190699
interact,0.633333333,0.316666667,0.195192828,0.103145648,0.127008856,0.180449126,0.014645573,0.275277637,-0.161813748,0.103696075,-0.267280525,-0.264685814,0.015196073,-0.159492008,0.157955770,1.297223143,0.504716897,-0.282576935,0.905475738,-0.186492354
interact,0.637500000,0.318750000,0.195192924,0.103144920,0.127009035,0.180449263,0.014644853,0.275277821,-0.161813935,0.103693340,-0.267281295,-0.264686016,0.015193328,-0.159492803,0.157400732,1.296518173,0.505914327,-0.282763125,0.905756075,-0.186773180
interact,0.641666667,0.320833333,0.195192987,0.103144424,0.127009160,0.180449356,0.014644365,0.275277949,-0.161814087,0.103690905,-0.267281984,-0.264686178,0.015190885,-0.159493512,0.156829462,1.295810748,0.507084583,-0.282949312,0.906036613,-0.187053818
interact,0.645833333,0.322916667,0.195193017,0.103144161,0.127009231,0.180449407,0.014644108,0.275278021,-0.161814204,0.103688768,-0.267282592,-0.264686299,0.015188742,-0.159494133,0.156242240,1.295100865,0.508227445,-0.283135494,0.906317353,-0.187334267
interact,0.650000000,0.325000000,0.195193014,0.103144131,0.127009247,0.180449414,0.014644083,0.275278037,-0.161814286,0.103686932,-0.267283120,-0.264686381,0.015186901,-0.159494667,0.155639348,1.294388522,0.509342700,-0.283321672,0.906598293,-0.187614526
interact,0.654166667,0.327083333,0.195192978,0.103144333,0.127009208,0.180449378,0.014644290,0.275277997,-0.161814332,0.103685394,-0.267283567,-0.264686422,0.015185360,-0.159495114,0.155021068,1.293673716,0.510430135,-0.283507846,0.906879435,-0.187894596
interact,0.658333333,0.329166667,0.195192909,0.103144769,0.127009115,0.180449298,0.014644729,0.275277900,-0.161814343,0.103684157,-0.267283933,-0.264686422,0.015184122,-0.159495474,0.154387687,1.292956446,0.511489544,-0.283694015,0.907160777,-0.188174477
interact,0.662500000,0.331250000,0.195192807,0.103145437,0.127008966,0.180449174,0.014645399,0.275277746,-0.161814319,0.103683219,-0.267284219,-0.264686382,0.015183184,-0.159495747,0.153739492,1.292236713,0.512520720,-0.283880180,0.907442320,-0.188454167
interact,0.666666667,0.333333333,0.195192672,0.103146338,0.127008763,0.180449007,0.014646301,0.275277536,-0.161814259,0.103682581,-0.267284425,-0.264686301,0.015182548,-0.159495934,0.153076773,1.291514518,0.513523462,-0.284066341,0.907724064,-0.188733668
interact,0.670833333,0.335416667,0.195192821,0.103145406,0.127009040,0.180449193,0.014645375,0.275277822,-0.161814397,0.103681737,-0.267284644,-0.264686472,0.015181696,-0.159496188,0.152327219,1.290587413,0.514251778,-0.284280618,0.908018307,-0.188977705
interact,0.675000000,0.337500000,0.195192926,0.103144769,0.127009247,0.180449322,0.014644743,0.275278037,-0.161814494,0.103681276,-0.267284760,-0.264686593,0.015181230,-0.159496329,0.151570798,1.289658460,0.514956104,-0.284494867,0.908312693,-0.189221608
interact,0.679166667,0.339583333,0.195192985,0.103144427,0.127009384,0.180449393,0.014644405,0.275278180,-0.161814550,0.103681200,-0.267284772,-0.264686664,0.015181151,-0.159496355,0.150807725,1.288727732,0.515636342,-0.284709087,0.908607220,-0.189465377
interact,0.683333333,0.341666667,0.195193000,0.103144380,0.127009451,0.180449407,0.014644361,0.275278250,-0.161814565,0.103681508,-0.267284681,-0.264686685,0.015181457,-0.159496267,0.150038220,1.287795301,0.516292394,-0.284923278,0.908901889,-0.189709012
interact,0.687500000,0.343750000,0.195192969,0.103144629,0.127009448,0.180449363,0.014644611,0.275278249,-0.161814539,0.103682200,-0.267284485,-0.264686655,0.015182149,-0.159496065,0.149262498,1.286861239,0.516924167,-0.285137440,0.909196700,-0.189952514
interact,0.691666667,0.345833333,0.195192892,0.103145173,0.127009375,0.180449261,0.014645155,0.275278176,-0.161814471,0.103683277,-0.267284186,-0.264686574,0.015183227,-0.159495749,0.148480776,1.285925621,0.517531568,-0.285351574,0.909491651,-0.190195881
interact,0.695833333,0.347916667,0.195192771,0.103146012,0.127009231,0.180449102,0.014645994,0.275278030,-0.161814362,0.103684738,-0.267283783,-0.264686441,0.015184691,-0.159495320,0.147693271,1.284988522,0.518114508,-0.285565678,0.909786745,-0.190439115
interact,0.700000000,0.350000000,0.195192604,0.103147147,0.127009017,0.180448884,0.014647126,0.275277812,-0.161814211,0.103686585,-0.267283277,-0.264686258,0.015186541,-0.159494777,0.146900200,1.284050019,0.518672899,-0.285779753,0.910081979,-0.190682214
interact,0.704166667,0.352083333,0.195193045,0.103144255,0.127009521,0.180449380,0.014644240,0.275278329,-0.161814352,0.103685532,-0.267283548,-0.264686448,0.015185482,-0.159495103,0.146243073,1.283346250,0.518962943,-0.286016141,0.910376811,-0.190875501
interact,0.708333333,0.354166667,0.195193429,0.103141718,0.127009939,0.180449803,0.014641709,0.275278759,-0.161814446,0.103684952,-0.267283691,-0.264686579,0.015184897,-0.159495288,0.145584872,1.282641700,0.519239820,-0.286252475,0.910671736,-0.191068731
interact,0.712500000,0.356250000,0.195193756,0.103139539,0.127010273,0.180450156,0.014639534,0.275279102,-0.161814494,0.103684844,-0.267283708,-0.264686649,0.015184786,-0.159495331,0.144925682,1.281936410,0.519503508,-0.286488753,0.910966755,-0.191261904
interact,0.716666667,0.358333333,0.195194025,0.103137717,0.127010522,0.180450436,0.014637715,0.275279359,-0.161814495,0.103685208,-0.267283597,-0.264686659,0.015185149,-0.159495232,0.144265587,1.281230419,0.519753988,-0.286724977,0.911261868,-0.191455021
interact,0.720833333,0.360416667,0.195194237,0.103136251,0.127010687,0.180450645,0.014636251,0.275279528,-0.161814449,0.103686044,-0.267283359,-0.264686609,0.015185985,-0.159494992,0.143604670,1.280523769,0.519991240,-0.286961146,0.911557075,-0.191648080
interact,0.725000000,0.362500000,0.195194392,0.103135143,0.127010766,0.180450782,0.014635143,0.275279610,-0.161814357,0.103687353,-0.267282994,-0.264686497,0.015187296,-0.159494611,0.142943016,1.279816501,0.520215246,-0.287197260,0.911852375,-0.191841083
interact,0.729166667,0.364583333,0.195194488,0.103134393,0.127010760,0.180450847,0.014634391,0.275279604,-0.161814216,0.103689135,-0.267282502,-0.264686324,0.015189081,-0.159494088,0.142280707,1.279108657,0.520425989,-0.287433319,0.912147768,-0.192034029
